"SQGDP9 Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4"
"01000","Alabama","3","      Agriculture, forestry, fishing and hunting",2482.4,1972.4,1499.8,1254.1,2905.1,2884.9,2835.7,2714.7
"01000","Alabama","6","      Mining, quarrying, and oil and gas extraction",2781.9,3013.2,2922.7,2849.5,2629.5,2204.1,2161.9,2155.4
"01000","Alabama","10","      Utilities",5549.3,6092.1,5701.3,5412.9,5408.5,5857.6,6048.8,5673.2
"01000","Alabama","11","      Construction",6971.8,6915.4,6767.5,6859.8,6286.0,6047.5,5871.0,5978.9
"01000","Alabama","12","      Manufacturing",32414.7,32120.7,31336.4,31811.8,33221.7,33748.8,33238.1,33166.6
"01000","Alabama","34","      Wholesale trade",10398.5,10749.4,10652.8,10361.5,11131.7,11482.8,11654.7,11883.0
"01000","Alabama","35","      Retail trade",12732.0,12427.5,12565.1,12476.4,13412.4,13660.2,13531.3,13844.6
"01000","Alabama","36","      Transportation and warehousing",4780.8,4843.7,4767.8,4801.9,4694.4,4844.6,4785.4,4809.0
"01000","Alabama","45","      Information",4284.0,4339.3,4229.9,4143.1,4661.0,4617.0,4652.4,4641.4
"01000","Alabama","51","      Finance and insurance",9811.1,10518.6,11027.0,10920.1,10031.6,9907.0,10051.0,10275.0
"01000","Alabama","56","      Real estate and rental and leasing",20227.7,20185.4,20163.1,20079.1,20390.6,20468.6,20433.0,20338.8
"01000","Alabama","60","      Professional, scientific, and technical services",11026.1,11210.0,11170.8,10920.6,11698.2,11673.3,11776.6,11924.1
"01000","Alabama","64","      Management of companies and enterprises",1821.2,1874.6,1801.6,1940.7,2002.7,1979.3,1957.0,2119.5
"01000","Alabama","65","      Administrative and support and waste management and remediation services",4864.7,4826.4,4751.3,4771.6,4797.0,4811.7,4776.3,4836.5
"01000","Alabama","69","      Educational services",1199.0,1211.9,1195.8,1184.8,1235.6,1245.3,1237.3,1229.8
"01000","Alabama","70","      Health care and social assistance",13491.6,13357.7,13249.8,13479.1,14547.2,14665.3,14653.2,14627.3
"01000","Alabama","76","      Arts, entertainment, and recreation",682.9,678.5,670.0,651.8,659.8,666.2,688.6,715.8
"01000","Alabama","79","      Accommodation and food services",4747.6,4690.3,4659.3,4716.5,5108.9,5050.1,5032.9,5111.8
"01000","Alabama","83","  Government and government enterprises",32409.2,31941.9,31641.5,31818.0,31157.5,31202.6,31490.4,31827.6
"02000","Alaska","3","      Agriculture, forestry, fishing and hunting",557.2,510.2,480.9,441.7,375.8,347.0,364.1,400.3
"02000","Alaska","6","      Mining, quarrying, and oil and gas extraction",17480.6,19087.1,18471.8,17811.0,14569.7,13027.4,12544.3,12554.6
"02000","Alaska","10","      Utilities",735.1,753.7,755.2,722.3,708.5,703.2,732.5,742.7
"02000","Alaska","11","      Construction",2048.2,2042.8,1987.0,1950.2,1722.9,1674.5,1660.1,1582.4
"02000","Alaska","12","      Manufacturing",1048.8,965.5,922.7,995.8,1876.7,1794.7,1629.5,1644.0
"02000","Alaska","34","      Wholesale trade",1177.4,1166.3,1161.5,1151.9,1209.6,1239.1,1227.3,1212.2
"02000","Alaska","35","      Retail trade",2039.2,2012.3,2045.6,2058.3,2172.5,2179.7,2146.6,2147.7
"02000","Alaska","36","      Transportation and warehousing",5337.2,5480.5,5514.1,5400.2,5691.4,5686.8,5748.1,5661.4
"02000","Alaska","45","      Information",1215.3,1149.2,1176.3,1149.7,1473.6,1485.4,1498.9,1458.6
"02000","Alaska","51","      Finance and insurance",1217.2,1136.4,1187.6,1133.6,1011.1,985.2,1023.3,1081.5
"02000","Alaska","56","      Real estate and rental and leasing",4718.0,4702.7,4712.0,4648.3,4729.0,4748.3,4710.7,4620.4
"02000","Alaska","60","      Professional, scientific, and technical services",2067.2,2132.1,2125.3,2062.5,1879.3,1846.5,1790.8,1791.8
"02000","Alaska","64","      Management of companies and enterprises",352.5,362.1,347.7,371.8,368.4,350.0,362.0,354.9
"02000","Alaska","65","      Administrative and support and waste management and remediation services",1060.1,1077.1,1073.9,1062.9,941.4,964.1,942.0,947.5
"02000","Alaska","69","      Educational services",181.9,183.2,182.7,178.2,176.3,177.6,179.8,174.6
"02000","Alaska","70","      Health care and social assistance",3278.8,3277.3,3329.2,3333.9,3627.4,3625.6,3686.2,3735.2
"02000","Alaska","76","      Arts, entertainment, and recreation",264.3,263.4,266.7,261.7,275.1,280.6,277.4,287.7
"02000","Alaska","79","      Accommodation and food services",1290.0,1305.8,1292.8,1331.2,1371.2,1360.3,1330.2,1310.0
"02000","Alaska","83","  Government and government enterprises",10253.5,10245.1,10351.9,10126.1,9688.6,9707.8,9599.1,9696.2
"04000","Arizona","3","      Agriculture, forestry, fishing and hunting",1866.0,1908.8,1957.3,1883.4,3426.3,3422.1,3578.5,3784.4
"04000","Arizona","6","      Mining, quarrying, and oil and gas extraction",6912.5,6786.7,6048.2,5985.5,4499.6,4524.1,4598.6,4954.0
"04000","Arizona","10","      Utilities",6044.6,6396.3,6058.4,6304.9,6298.6,6138.6,6214.5,6254.3
"04000","Arizona","11","      Construction",9260.2,9143.8,9235.2,9576.9,10478.6,10789.9,11216.1,11187.7
"04000","Arizona","12","      Manufacturing",25342.7,25014.4,24205.7,23137.6,25797.4,26060.8,26003.6,25318.4
"04000","Arizona","34","      Wholesale trade",15918.3,16478.0,16067.1,18059.1,16831.5,17040.7,17441.6,17558.7
"04000","Arizona","35","      Retail trade",20782.8,19916.0,20221.2,19894.7,22033.1,22244.9,22238.5,22498.1
"04000","Arizona","36","      Transportation and warehousing",8145.3,8234.2,8205.4,8037.2,8428.6,8740.9,8689.1,9096.2
"04000","Arizona","45","      Information",7157.9,7446.4,7229.4,7181.0,10523.7,10971.9,12015.7,11996.5
"04000","Arizona","51","      Finance and insurance",17693.3,17984.0,18943.7,18163.8,17722.2,18492.0,18788.1,19115.2
"04000","Arizona","56","      Real estate and rental and leasing",38074.1,38455.5,38688.8,38635.9,44232.4,44650.4,44827.9,44871.5
"04000","Arizona","60","      Professional, scientific, and technical services",15230.5,15451.3,15480.4,15320.6,17010.8,17104.8,16958.2,16991.8
"04000","Arizona","64","      Management of companies and enterprises",2949.2,3080.0,2868.0,3312.3,3625.2,3838.6,3895.6,4016.8
"04000","Arizona","65","      Administrative and support and waste management and remediation services",11141.7,10929.8,11087.8,11065.0,12323.1,12524.3,12784.0,12992.7
"04000","Arizona","69","      Educational services",3691.2,3785.6,3640.4,3608.4,3489.7,3566.2,3608.0,3566.2
"04000","Arizona","70","      Health care and social assistance",22590.2,22460.4,22376.7,22605.1,25400.1,25215.3,25431.0,25469.7
"04000","Arizona","76","      Arts, entertainment, and recreation",2486.0,2581.3,2608.1,2558.8,3018.3,3065.1,3075.4,3187.5
"04000","Arizona","79","      Accommodation and food services",9652.1,9532.6,9563.3,9699.4,9577.9,9557.3,9677.0,9830.8
"04000","Arizona","83","  Government and government enterprises",37522.8,37919.7,37818.6,37658.7,36372.9,36669.8,37302.2,36930.4
"05000","Arkansas","3","      Agriculture, forestry, fishing and hunting",3344.7,2775.7,2241.3,1932.1,3577.2,3785.1,3482.1,2933.1
"05000","Arkansas","6","      Mining, quarrying, and oil and gas extraction",3224.1,3151.9,2859.9,2752.7,3551.9,2855.0,2587.0,2439.9
"05000","Arkansas","10","      Utilities",2979.4,2872.2,3144.4,2998.1,2958.3,2797.6,3126.2,3178.4
"05000","Arkansas","11","      Construction",4433.9,4391.0,4205.7,4140.6,3780.8,3784.4,3760.7,3785.4
"05000","Arkansas","12","      Manufacturing",15404.0,15318.6,15042.7,15000.6,16569.0,16385.5,16465.1,16679.2
"05000","Arkansas","34","      Wholesale trade",8137.0,8280.9,8281.9,8049.4,8761.4,9007.9,9029.3,9032.8
"05000","Arkansas","35","      Retail trade",7497.1,7350.2,7525.0,7536.0,8288.4,8419.6,8334.8,8528.8
"05000","Arkansas","36","      Transportation and warehousing",4786.1,4593.1,4638.4,4567.9,4309.4,4425.8,4243.0,4381.7
"05000","Arkansas","45","      Information",2565.3,2594.1,2476.8,2389.3,2868.7,2839.1,2785.8,2813.8
"05000","Arkansas","51","      Finance and insurance",5007.8,4650.6,4454.5,4412.8,4878.1,4767.5,4844.6,5056.7
"05000","Arkansas","56","      Real estate and rental and leasing",11423.3,11612.1,11749.9,11534.3,11662.1,11573.7,11471.0,11428.5
"05000","Arkansas","60","      Professional, scientific, and technical services",3717.5,3802.8,3774.2,3665.6,4157.9,4201.5,4169.9,4206.3
"05000","Arkansas","64","      Management of companies and enterprises",3586.3,3957.1,4110.7,4381.1,4563.2,4896.5,4972.7,5369.9
"05000","Arkansas","65","      Administrative and support and waste management and remediation services",2626.8,2632.1,2624.1,2610.2,2798.3,2813.3,2815.8,2917.1
"05000","Arkansas","69","      Educational services",710.6,712.2,706.2,729.3,745.6,742.1,733.9,720.4
"05000","Arkansas","70","      Health care and social assistance",8899.0,8918.4,8921.7,8970.6,9676.7,9763.1,9771.5,9945.4
"05000","Arkansas","76","      Arts, entertainment, and recreation",463.3,486.7,470.1,458.2,458.0,484.2,483.9,511.1
"05000","Arkansas","79","      Accommodation and food services",2720.8,2734.0,2710.6,2769.4,2954.0,2921.3,2910.4,2952.8
"05000","Arkansas","83","  Government and government enterprises",14896.7,14999.3,14842.0,14986.7,14318.3,14363.0,14259.4,14079.5
"06000","California","3","      Agriculture, forestry, fishing and hunting",33296.4,33978.7,35533.7,34700.2,49237.8,48611.1,50476.2,53270.2
"06000","California","6","      Mining, quarrying, and oil and gas extraction",20857.7,21077.8,22425.7,21021.1,18910.4,15954.0,15871.2,15731.1
"06000","California","10","      Utilities",28043.5,29647.9,30462.2,29577.1,31732.8,30499.5,31969.7,32010.3
"06000","California","11","      Construction",61831.3,63079.9,64423.2,66667.7,80000.5,80086.5,80874.6,81582.6
"06000","California","12","      Manufacturing",237528.1,234903.0,240308.6,234419.4,286351.8,281423.0,287128.1,286402.2
"06000","California","34","      Wholesale trade",118380.6,120422.3,120993.0,120590.5,141218.0,141380.8,142544.8,143042.8
"06000","California","35","      Retail trade",122897.2,119935.0,123144.3,123010.8,137508.9,135914.2,137839.6,137594.3
"06000","California","36","      Transportation and warehousing",48721.6,47874.9,48380.1,48382.2,56243.9,58579.8,59703.8,62035.7
"06000","California","45","      Information",155398.7,155808.3,152056.8,150317.0,249917.8,246286.1,260424.9,260256.8
"06000","California","51","      Finance and insurance",109542.3,109327.7,112580.4,112718.6,105513.5,106158.4,109640.6,114516.0
"06000","California","56","      Real estate and rental and leasing",347738.4,350631.7,353595.6,353242.4,400215.9,405207.4,406745.7,407416.8
"06000","California","60","      Professional, scientific, and technical services",190975.7,194912.3,191957.1,220219.9,219320.7,223936.3,223936.1,227217.9
"06000","California","64","      Management of companies and enterprises",28585.2,29644.0,29456.4,32513.1,38637.7,40399.9,38226.4,40323.3
"06000","California","65","      Administrative and support and waste management and remediation services",63955.6,63696.0,64442.8,64597.7,69537.2,69839.9,69581.5,70603.8
"06000","California","69","      Educational services",25501.6,25584.4,25481.8,25274.0,27240.7,27196.4,27225.8,27074.1
"06000","California","70","      Health care and social assistance",137008.8,136340.9,135868.6,138900.1,155953.7,158700.9,158314.4,159637.5
"06000","California","76","      Arts, entertainment, and recreation",31411.4,31939.2,32405.5,34286.2,33043.0,33623.5,33661.3,34982.5
"06000","California","79","      Accommodation and food services",54690.9,54279.3,54314.6,54854.0,68639.2,68490.4,69096.0,70553.1
"06000","California","83","  Government and government enterprises",268596.4,264343.5,261139.1,264200.5,286101.6,285063.6,289033.3,287469.9
"08000","Colorado","3","      Agriculture, forestry, fishing and hunting",3041.7,2384.6,2365.1,2447.5,3616.2,3750.3,3944.2,3996.6
"08000","Colorado","6","      Mining, quarrying, and oil and gas extraction",12312.4,12619.1,12193.6,12264.1,18334.3,17201.2,16717.1,16966.5
"08000","Colorado","10","      Utilities",3532.3,4462.1,3297.4,3769.4,3609.6,3633.5,3701.3,3716.0
"08000","Colorado","11","      Construction",9818.6,9878.2,10002.2,10632.4,14908.2,14927.9,15316.6,15639.0
"08000","Colorado","12","      Manufacturing",20832.1,20881.7,20549.5,20817.4,22526.6,22166.5,22326.2,22297.9
"08000","Colorado","34","      Wholesale trade",15444.5,15842.9,16079.4,15926.8,17780.9,18063.1,18235.2,18571.9
"08000","Colorado","35","      Retail trade",14795.3,14618.0,14981.4,14843.9,17334.4,17405.6,17593.1,17908.7
"08000","Colorado","36","      Transportation and warehousing",7962.3,7766.5,7730.4,7573.9,9723.7,10140.3,10384.4,10929.3
"08000","Colorado","45","      Information",18029.4,18111.3,17886.8,17616.4,17281.1,18406.9,20288.7,20216.7
"08000","Colorado","51","      Finance and insurance",15201.2,15361.3,15995.2,15664.7,15315.5,15359.4,15949.0,16466.3
"08000","Colorado","56","      Real estate and rental and leasing",38500.0,38660.5,38700.9,38285.7,43394.3,44065.0,44208.0,44683.8
"08000","Colorado","60","      Professional, scientific, and technical services",25542.4,25857.6,26119.9,25401.3,30001.0,30238.2,30317.2,30595.0
"08000","Colorado","64","      Management of companies and enterprises",5772.3,5620.4,5919.0,8636.0,6534.1,5932.8,6486.7,6381.7
"08000","Colorado","65","      Administrative and support and waste management and remediation services",8380.4,8455.7,8494.9,8502.9,8932.4,8997.3,9064.7,9219.7
"08000","Colorado","69","      Educational services",2598.2,2643.8,2578.0,2587.3,2735.6,2771.8,2761.1,2805.2
"08000","Colorado","70","      Health care and social assistance",17147.3,17417.3,17191.2,17733.4,20070.7,20625.9,20504.8,20531.1
"08000","Colorado","76","      Arts, entertainment, and recreation",3332.0,3368.4,3187.0,3151.0,5126.5,5111.2,5195.6,5332.6
"08000","Colorado","79","      Accommodation and food services",8745.4,8776.8,8810.1,8890.0,9756.4,9719.7,9906.5,10047.4
"08000","Colorado","83","  Government and government enterprises",34705.7,34775.2,34873.2,34529.8,36890.2,36951.2,37116.7,37753.2
"09000","Connecticut","3","      Agriculture, forestry, fishing and hunting",444.9,418.5,396.0,378.0,460.6,441.1,459.1,489.3
"09000","Connecticut","6","      Mining, quarrying, and oil and gas extraction",151.6,153.6,155.7,162.8,449.0,405.2,369.5,335.2
"09000","Connecticut","10","      Utilities",5661.9,5008.1,4380.4,4119.1,3884.4,3949.8,3975.5,4216.9
"09000","Connecticut","11","      Construction",6799.5,6596.1,6517.4,6608.2,6874.2,6569.2,6381.9,6413.9
"09000","Connecticut","12","      Manufacturing",28443.2,29294.5,28960.8,29361.0,27128.9,25373.5,25273.0,24829.4
"09000","Connecticut","34","      Wholesale trade",15470.0,16373.7,16090.6,15921.8,14364.6,14668.7,14519.9,14121.5
"09000","Connecticut","35","      Retail trade",12656.4,12250.9,12480.0,12471.9,13041.3,12812.9,12898.4,12874.9
"09000","Connecticut","36","      Transportation and warehousing",3921.3,3731.8,3785.8,3891.7,4675.0,4805.6,4768.5,4762.0
"09000","Connecticut","45","      Information",9818.3,10104.2,10001.1,10379.5,14477.7,14908.6,15146.5,15770.1
"09000","Connecticut","51","      Finance and insurance",33173.4,33831.0,34139.5,33211.7,34616.6,34520.0,35347.0,35868.5
"09000","Connecticut","56","      Real estate and rental and leasing",37894.8,37143.3,36766.3,36107.4,34376.6,34187.4,34183.6,34145.2
"09000","Connecticut","60","      Professional, scientific, and technical services",15723.6,16014.7,15989.2,15901.0,17433.5,17761.5,17344.8,17351.0
"09000","Connecticut","64","      Management of companies and enterprises",6483.7,5890.2,6457.6,6919.7,6921.2,7393.2,7016.9,7077.7
"09000","Connecticut","65","      Administrative and support and waste management and remediation services",6470.7,6299.5,6410.1,6290.9,6410.7,6335.7,6315.5,6493.4
"09000","Connecticut","69","      Educational services",5325.6,5393.7,5412.5,5430.6,5460.9,5506.2,5363.2,5459.9
"09000","Connecticut","70","      Health care and social assistance",19512.3,19436.7,19426.0,19507.3,19865.7,20050.0,19546.8,19937.5
"09000","Connecticut","76","      Arts, entertainment, and recreation",2498.8,2579.0,2561.0,2611.5,2176.1,2243.3,2216.2,2272.6
"09000","Connecticut","79","      Accommodation and food services",5319.2,5282.7,5310.3,5405.1,5408.1,5391.8,5394.9,5377.6
"09000","Connecticut","83","  Government and government enterprises",23936.7,24460.3,24150.9,24444.2,23891.1,24386.4,24436.0,24171.2
"10000","Delaware","3","      Agriculture, forestry, fishing and hunting","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"10000","Delaware","6","      Mining, quarrying, and oil and gas extraction","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)"
"10000","Delaware","10","      Utilities",828.8,870.7,911.0,865.4,911.3,959.6,1033.9,974.5
"10000","Delaware","11","      Construction",1735.1,1709.8,1729.5,1734.3,2204.8,2031.6,2109.3,2161.0
"10000","Delaware","12","      Manufacturing",4037.3,3785.8,3713.9,3671.0,4020.2,3944.9,3968.8,3984.9
"10000","Delaware","34","      Wholesale trade",2329.0,2414.1,2267.1,2150.2,2135.8,2034.9,2081.1,2074.0
"10000","Delaware","35","      Retail trade",2504.0,2445.1,2481.6,2466.5,2616.6,2608.6,2670.3,2626.7
"10000","Delaware","36","      Transportation and warehousing",842.8,848.8,860.6,859.7,968.4,1004.6,988.4,1008.6
"10000","Delaware","45","      Information",2041.4,2136.2,2028.1,1872.6,1186.3,1137.0,1189.3,1123.4
"10000","Delaware","51","      Finance and insurance",18216.0,17097.1,16926.3,15203.1,17987.7,17644.0,17073.9,17317.6
"10000","Delaware","56","      Real estate and rental and leasing",9606.7,9555.0,9611.5,9516.4,10066.1,9999.3,9790.2,9430.5
"10000","Delaware","60","      Professional, scientific, and technical services",4485.7,4496.0,4583.2,5109.4,3946.0,4102.9,4028.7,4223.3
"10000","Delaware","64","      Management of companies and enterprises",1365.1,1414.0,1321.1,1353.4,1468.6,1633.6,1713.9,1792.4
"10000","Delaware","65","      Administrative and support and waste management and remediation services",1324.5,1305.4,1311.2,1314.8,1343.7,1399.5,1409.9,1481.6
"10000","Delaware","69","      Educational services",435.6,430.5,435.3,424.2,406.1,410.0,400.0,401.7
"10000","Delaware","70","      Health care and social assistance",4272.9,4323.2,4318.1,4356.2,4823.6,4913.7,4890.1,4828.0
"10000","Delaware","76","      Arts, entertainment, and recreation",507.6,523.4,494.2,509.5,394.9,397.4,398.8,412.6
"10000","Delaware","79","      Accommodation and food services",1189.8,1184.7,1160.4,1160.9,1260.5,1258.8,1278.8,1273.8
"10000","Delaware","83","  Government and government enterprises",6286.1,6529.0,6166.4,6345.4,5806.1,6117.7,6137.7,5965.5
"11000","District of Columbia","3","      Agriculture, forestry, fishing and hunting",0.5,0.5,0.4,0.4,0.8,0.7,0.8,0.9
"11000","District of Columbia","6","      Mining, quarrying, and oil and gas extraction",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"11000","District of Columbia","10","      Utilities",1157.5,1311.7,1234.5,1134.1,1148.0,1105.8,1092.6,1144.3
"11000","District of Columbia","11","      Construction",1284.9,1332.4,1390.2,1428.8,1234.2,1211.6,1146.3,1174.1
"11000","District of Columbia","12","      Manufacturing",242.4,220.8,228.2,227.5,244.9,241.7,251.6,271.0
"11000","District of Columbia","34","      Wholesale trade",1010.9,1091.7,1114.8,1121.9,1115.6,1171.3,1199.9,1177.9
"11000","District of Columbia","35","      Retail trade",1166.8,1200.3,1245.5,1323.2,1499.2,1534.6,1518.8,1510.5
"11000","District of Columbia","36","      Transportation and warehousing",433.1,453.7,436.8,394.3,458.7,469.8,478.1,463.8
"11000","District of Columbia","45","      Information",5639.7,5742.4,5689.3,5717.5,7002.6,7099.1,7002.1,7004.7
"11000","District of Columbia","51","      Finance and insurance",3899.1,4063.3,3915.9,4020.9,4164.7,4322.0,4409.3,4529.6
"11000","District of Columbia","56","      Real estate and rental and leasing",9425.9,9660.4,9714.7,9554.3,10312.0,10329.2,10135.5,10042.2
"11000","District of Columbia","60","      Professional, scientific, and technical services",23684.1,23898.9,23967.1,23417.7,25919.1,25636.2,25285.3,25745.8
"11000","District of Columbia","64","      Management of companies and enterprises",734.1,544.8,533.0,648.0,724.3,716.8,744.9,624.7
"11000","District of Columbia","65","      Administrative and support and waste management and remediation services",3044.9,2977.7,3013.6,3049.6,3026.1,3082.7,3050.2,3113.7
"11000","District of Columbia","69","      Educational services",3785.2,3904.2,3943.6,3823.8,4196.5,4275.6,4201.7,4195.6
"11000","District of Columbia","70","      Health care and social assistance",5225.3,5097.0,5092.7,5239.6,5657.0,5647.8,5741.0,5747.1
"11000","District of Columbia","76","      Arts, entertainment, and recreation",881.6,937.6,929.9,927.5,934.2,902.2,930.1,1045.6
"11000","District of Columbia","79","      Accommodation and food services",3567.3,3638.7,3588.4,3676.2,3788.0,3852.7,3865.2,3859.9
"11000","District of Columbia","83","  Government and government enterprises",39308.2,39385.9,39340.5,39130.9,39809.0,39759.9,40082.2,40469.8
"12000","Florida","3","      Agriculture, forestry, fishing and hunting",6811.2,6437.3,6920.7,6561.9,7891.8,7885.7,8405.9,8822.2
"12000","Florida","6","      Mining, quarrying, and oil and gas extraction",1595.7,1697.3,1687.3,2167.1,1732.8,1563.1,1556.2,1593.0
"12000","Florida","10","      Utilities",16123.6,16428.6,16756.3,15690.6,15371.8,15452.1,15303.0,15152.3
"12000","Florida","11","      Construction",31283.0,29384.9,28250.8,27813.9,36616.7,37803.3,39223.7,39740.2
"12000","Florida","12","      Manufacturing",37259.4,36861.0,36691.2,37273.4,46960.9,46429.6,47426.3,47039.6
"12000","Florida","34","      Wholesale trade",54018.4,54477.5,55824.5,54573.6,62338.7,62405.2,63938.0,63828.9
"12000","Florida","35","      Retail trade",56996.5,56124.4,57372.0,57348.5,65422.8,66415.0,67916.0,68514.5
"12000","Florida","36","      Transportation and warehousing",23865.8,23392.6,23674.1,23853.0,26398.2,27350.0,27510.1,28068.3
"12000","Florida","45","      Information",32045.5,32736.9,32361.9,31865.4,41484.5,41838.5,43146.9,43169.0
"12000","Florida","51","      Finance and insurance",41517.6,41317.9,42192.4,41896.4,45271.9,45342.2,47134.4,49424.5
"12000","Florida","56","      Real estate and rental and leasing",124338.7,124112.1,125893.7,124879.1,142501.9,144675.1,145053.4,145638.0
"12000","Florida","60","      Professional, scientific, and technical services",54239.9,55028.2,55178.0,54799.3,63809.4,63901.7,64199.6,64559.4
"12000","Florida","64","      Management of companies and enterprises",11429.3,11414.1,12706.5,12532.1,13672.5,14099.8,14335.3,15100.6
"12000","Florida","65","      Administrative and support and waste management and remediation services",30027.5,29956.0,29784.7,30338.2,33640.2,33803.8,34181.9,34957.9
"12000","Florida","69","      Educational services",9633.7,9450.9,9252.8,9230.7,9312.1,9583.8,9544.9,9511.6
"12000","Florida","70","      Health care and social assistance",67375.0,67634.0,67727.7,68673.5,76188.2,76967.0,77160.9,77906.9
"12000","Florida","76","      Arts, entertainment, and recreation",13758.8,13767.6,13822.9,13995.9,13817.0,13802.1,13545.1,14559.4
"12000","Florida","79","      Accommodation and food services",34920.9,34299.6,34874.2,35393.4,37449.1,37377.3,37978.5,38206.0
"12000","Florida","83","  Government and government enterprises",99769.3,100363.8,99965.8,99389.4,94683.9,97929.2,98279.0,96785.3
"13000","Georgia","3","      Agriculture, forestry, fishing and hunting",4808.9,4314.3,3936.7,3763.5,5405.1,5240.0,5163.3,5006.5
"13000","Georgia","6","      Mining, quarrying, and oil and gas extraction",945.8,966.3,945.9,984.9,1281.3,1197.0,1186.3,1220.0
"13000","Georgia","10","      Utilities",9096.2,9360.9,9248.2,9000.8,9285.0,9353.2,10245.2,9448.9
"13000","Georgia","11","      Construction",14055.7,13442.0,13265.4,13092.5,17172.1,17534.9,17959.4,18588.2
"13000","Georgia","12","      Manufacturing",49730.6,48944.7,47645.4,46750.7,52891.5,53053.4,53172.6,53301.8
"13000","Georgia","34","      Wholesale trade",34139.0,35148.1,34938.0,34512.6,40662.0,41260.7,41610.9,41490.9
"13000","Georgia","35","      Retail trade",25506.5,25151.4,25667.3,25489.7,29356.1,28986.6,29237.9,29922.6
"13000","Georgia","36","      Transportation and warehousing",18288.0,18219.7,18397.6,18230.1,20996.2,21241.0,20503.4,21845.5
"13000","Georgia","45","      Information",30056.9,31885.6,32836.3,33816.0,45222.5,45553.8,45778.8,45512.2
"13000","Georgia","51","      Finance and insurance",33087.5,33028.5,34108.4,33284.6,34303.9,34964.8,35803.0,36619.5
"13000","Georgia","56","      Real estate and rental and leasing",51598.4,52189.9,52956.8,52545.2,58169.4,58652.5,59112.9,59807.0
"13000","Georgia","60","      Professional, scientific, and technical services",30790.0,30700.7,30487.1,30185.5,35715.6,35142.3,35521.5,35319.8
"13000","Georgia","64","      Management of companies and enterprises",7733.3,7696.7,7601.1,8505.8,9358.9,10061.3,9959.5,10215.5
"13000","Georgia","65","      Administrative and support and waste management and remediation services",15059.3,15023.7,15046.9,15162.1,16746.7,16652.7,16835.0,17264.1
"13000","Georgia","69","      Educational services",5551.0,5603.1,5518.6,5509.8,5637.3,5665.7,5537.1,5627.2
"13000","Georgia","70","      Health care and social assistance",28596.9,28697.3,28888.3,29421.7,33256.7,33295.9,33530.4,33530.7
"13000","Georgia","76","      Arts, entertainment, and recreation",2979.4,2952.0,2949.0,3083.1,2767.1,2836.4,2847.7,3000.0
"13000","Georgia","79","      Accommodation and food services",12147.0,11949.9,11886.9,11978.8,12668.3,12625.7,12631.1,12745.0
"13000","Georgia","83","  Government and government enterprises",59768.9,60098.1,59340.0,59037.4,58101.9,57452.4,57293.8,58374.6
"15000","Hawaii","3","      Agriculture, forestry, fishing and hunting",556.7,540.5,531.0,516.5,596.8,575.0,612.5,667.7
"15000","Hawaii","6","      Mining, quarrying, and oil and gas extraction",64.8,70.5,70.1,74.8,113.9,89.4,84.2,75.1
"15000","Hawaii","10","      Utilities",2006.9,2085.3,2061.9,1997.6,1617.6,1692.6,1618.6,1720.7
"15000","Hawaii","11","      Construction",3589.8,3593.3,3644.2,3728.8,4406.6,4419.9,4505.6,4377.5
"15000","Hawaii","12","      Manufacturing",1473.6,1432.4,1411.4,1395.1,1816.3,1768.5,1791.6,1816.0
"15000","Hawaii","34","      Wholesale trade",2299.3,2366.0,2361.9,2300.3,2524.8,2589.6,2593.4,2609.6
"15000","Hawaii","35","      Retail trade",5137.0,5043.8,5136.9,5073.6,5297.0,5290.0,5383.0,5386.2
"15000","Hawaii","36","      Transportation and warehousing",3359.6,3330.2,3442.9,3461.8,3897.5,3888.1,3860.7,4023.7
"15000","Hawaii","45","      Information",1529.2,1549.4,1540.2,1525.9,1974.0,1862.3,2027.7,2012.5
"15000","Hawaii","51","      Finance and insurance",2621.6,2511.0,2513.3,2374.8,2411.4,2447.3,2499.6,2594.8
"15000","Hawaii","56","      Real estate and rental and leasing",14210.5,14336.6,14462.0,14223.8,15437.8,15710.9,15802.6,15807.0
"15000","Hawaii","60","      Professional, scientific, and technical services",3169.2,3214.2,3233.3,3107.7,3298.7,3315.6,3265.6,3313.5
"15000","Hawaii","64","      Management of companies and enterprises",866.8,875.2,862.4,944.4,982.5,1072.2,1084.8,1121.6
"15000","Hawaii","65","      Administrative and support and waste management and remediation services",2390.6,2436.1,2444.9,2462.3,2619.6,2620.9,2651.5,2710.6
"15000","Hawaii","69","      Educational services",935.4,937.1,928.5,925.1,868.0,882.1,858.2,827.4
"15000","Hawaii","70","      Health care and social assistance",4655.3,4748.0,4621.6,4772.0,5334.4,5452.3,5367.4,5297.1
"15000","Hawaii","76","      Arts, entertainment, and recreation",758.1,770.1,759.2,772.1,810.0,803.8,823.6,841.8
"15000","Hawaii","79","      Accommodation and food services",6040.8,6101.9,6174.6,6225.6,6441.4,6470.9,6583.5,6704.5
